제목,링크,썸네일,세로 size,가로 size
"39세까지 취업지원금, 42세까지 이사비…서울시 '청년 지원' 강화",http://imgnews.naver.net/image/079/2026/06/22/0004160297_001_20260622141009955.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fimgnews.naver.net%2Fimage%2F079%2F2026%2F06%2F22%2F0004160297_001_20260622141009955.jpg,380,710
여름 휴가 계획 중? '아는만큼 아낀다' 휴가비 지원 사업 모음,http://imgnews.naver.net/image/5516/2023/05/23/0000030429_001_20230523144202178.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fimgnews.naver.net%2Fimage%2F5516%2F2023%2F05%2F23%2F0000030429_001_20230523144202178.jpg,400,600
"삼척시, ‘기초생활보장수급자 이사비용 지원 사업’ 추진",http://imgnews.naver.net/image/002/2020/10/05/0002153228_001_20201005114302907.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fimgnews.naver.net%2Fimage%2F002%2F2020%2F10%2F05%2F0002153228_001_20201005114302907.jpg,401,640
"여행비지원 받고 떠나는 진짜 한달살기, 지자체 지원사업 여기 다 있다",http://imgnews.naver.net/image/5449/2025/10/17/0000091185_001_20251017092413572.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fimgnews.naver.net%2Fimage%2F5449%2F2025%2F10%2F17%2F0000091185_001_20251017092413572.jpg,600,600
[학부] 2023년 우양재단 하반기 대학생 식비지원 사업 안내,http://www.ewha.ac.kr/cms/plugin/editorImage.do?EwBmGYHoQTkhXAtgQwJYDMBGALdA3AdQEFlsBxTPAcwHkAleAOgCsAHKoA,https://search.pstatic.net/sunny/?type=b150&src=http%3A%2F%2Fwww.ewha.ac.kr%2Fcms%2Fplugin%2FeditorImage.do%3FEwBmGYHoQTkhXAtgQwJYDMBGALdA3AdQEFlsBxTPAcwHkAleAOgCsAHKoA,799,1199
"서울시, 내년부터 청년 대중교통비·이사비 지원…청년정책 박차",http://imgnews.naver.net/image/056/2021/10/27/0011145151_001_20211027111701225.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fimgnews.naver.net%2Fimage%2F056%2F2021%2F10%2F27%2F0011145151_001_20211027111701225.jpg,360,640
청년 전월세 중개보수비·이사비 최대 40만원 지원,http://imgnews.naver.net/image/5001/2023/05/08/0000404177_001_20230508145601734.png,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fimgnews.naver.net%2Fimage%2F5001%2F2023%2F05%2F08%2F0000404177_001_20230508145601734.png,450,600
"고양시, 주거상향 입주완료가구 생활실태 보고서 배포",http://imgnews.naver.net/image/277/2024/10/29/0005491710_001_20241029143810830.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fimgnews.naver.net%2Fimage%2F277%2F2024%2F10%2F29%2F0005491710_001_20241029143810830.jpg,541,390
‘맹심’해야 받을 수 있는… 제주도 추가배송비 지원사업,http://imgnews.naver.net/image/005/2024/11/19/2024111914141159473_1731993251_0020745169_20241119142109277.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fimgnews.naver.net%2Fimage%2F005%2F2024%2F11%2F19%2F2024111914141159473_1731993251_0020745169_20241119142109277.jpg,446,640
청년 위해 돈 쓴다더니…‘청년 교통비 지원 사업’ 일몰 폐지,http://imgnews.naver.net/image/5420/2022/09/30/2022093018479327_20220930153202315.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fimgnews.naver.net%2Fimage%2F5420%2F2022%2F09%2F30%2F2022093018479327_20220930153202315.jpg,392,600
"""경기도 이사한 청년에 25만원 드려요""…'청년 이사비·중개보수비 지원’[십분청년백서]",http://imgnews.naver.net/image/5003/2024/08/22/20240822152032_2067371_1200_891_20240822154012698.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fimgnews.naver.net%2Fimage%2F5003%2F2024%2F08%2F22%2F20240822152032_2067371_1200_891_20240822154012698.jpg,401,540
"용인시, 무주택 청년 이사비·중개비 최대 40만원 지원",http://imgnews.naver.net/image/5001/2026/07/06/0000492775_001_20260706164408661.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fimgnews.naver.net%2Fimage%2F5001%2F2026%2F07%2F06%2F0000492775_001_20260706164408661.jpg,842,600
서울시 이사비 우선 지원 청년 81% '지·옥·고'에 산다... 관악구 1등,http://imgnews.naver.net/image/469/2025/08/11/0000880972_001_20250812061202432.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fimgnews.naver.net%2Fimage%2F469%2F2025%2F08%2F11%2F0000880972_001_20250812061202432.jpg,407,640
복덩이부동산공인중개사사무소,https://ldb-phinf.pstatic.net/20260402_78/1775091835806hLKIw_JPEG/WnNBKlqnSNNVlRuSHhsetBqAzqcNhzYh.jpg,https://search.pstatic.net/common/?type=b150&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260402_78%2F1775091835806hLKIw_JPEG%2FWnNBKlqnSNNVlRuSHhsetBqAzqcNhzYh.jpg,1072,760
"익산시, 노인 목욕비 지원사업 이·미용 업소까지 확대",http://imgnews.naver.net/image/5090/2024/01/09/0002324640_001_20240109160801161.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fimgnews.naver.net%2Fimage%2F5090%2F2024%2F01%2F09%2F0002324640_001_20240109160801161.jpg,320,640
"서울시, 청년층에 교통비 연 10만 원·이사비 40만 원 지원 추진",http://imgnews.naver.net/image/056/2021/10/25/0011143691_001_20211025172201289.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fimgnews.naver.net%2Fimage%2F056%2F2021%2F10%2F25%2F0011143691_001_20211025172201289.jpg,360,640
"부산 남구, 주거 취약계층 중개보수 지원사업 시행 - 부산일보 부산 남구, 주거 취약계층 중개보수 지원사업 시행",https://www.busan.com/nas/wcms/wcms_data/photos/2025/12/22/2025122217153862923_m.jpg,https://search.pstatic.net/sunny/?type=b150&src=https%3A%2F%2Fwww.busan.com%2Fnas%2Fwcms%2Fwcms_data%2Fphotos%2F2025%2F12%2F22%2F2025122217153862923_m.jpg,679,480
"영주시, 청년 이사비·도서 구입비 최대 58만 원 지원",http://imgnews.naver.net/image/421/2025/01/20/0008033114_001_20250120164725031.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fimgnews.naver.net%2Fimage%2F421%2F2025%2F01%2F20%2F0008033114_001_20250120164725031.jpg,1172,1386
"2023 정부 휴가비 지원사업! 숙박비부터 교통비까지 (+신청자격,방법) < 여행 꿀팁 < 기사본문 - 여행톡톡 2023 정부 휴가비 지원사업!... ",https://cdn.tourtoctoc.com/news/photo/202304/227_1304_5759.jpg,https://search.pstatic.net/sunny/?type=b150&src=https%3A%2F%2Fcdn.tourtoctoc.com%2Fnews%2Fphoto%2F202304%2F227_1304_5759.jpg,628,1200
"장수군, '이·미용·목욕비 지원사업' 바우처 카드 도입",http://imgnews.naver.net/image/5268/2023/01/10/0001744947_001_20230110111204648.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fimgnews.naver.net%2Fimage%2F5268%2F2023%2F01%2F10%2F0001744947_001_20230110111204648.jpg,439,658
"""이사비 줄테니 지방근무자 본사 출근하라""…쿠팡, 일방통행式 소셜사업 종료에 구설수",http://imgnews.naver.net/image/366/2017/02/08/2017020702393_0_99_20170209190306.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fimgnews.naver.net%2Fimage%2F366%2F2017%2F02%2F08%2F2017020702393_0_99_20170209190306.jpg,341,478
영덕군 - 소기업 소상공인 방역물품비 지원사업 안내 | 공지사항 소기업 소상공인 방역물품비 지원사업 안내,https://www.yd.go.kr/wp-content/uploads/kboard_attached/4/202201/202201140115321653573.png,https://search.pstatic.net/sunny/?type=b150&src=https%3A%2F%2Fwww.yd.go.kr%2Fwp-content%2Fuploads%2Fkboard_attached%2F4%2F202201%2F202201140115321653573.png,901,1647
"최대 40만 원, 서울시 청년이라면 이사비 받으세요",https://img1.daumcdn.net/thumb/R1280x0.fpng/?fname=http://t1.daumcdn.net/brunch/service/user/cVET/image/A_KbmtDeW0GG5YbfKIf_YecqQNo.png,https://search.pstatic.net/sunny/?type=b150&src=https%3A%2F%2Fimg1.daumcdn.net%2Fthumb%2FR1280x0.fpng%2F%3Ffname%3Dhttp%3A%2F%2Ft1.daumcdn.net%2Fbrunch%2Fservice%2Fuser%2FcVET%2Fimage%2FA_KbmtDeW0GG5YbfKIf_YecqQNo.png,710,1280
2021 에쓰-오일 '청년 푸드트럭 유류비 지원사업' 모집,http://imgnews.naver.net/image/5294/2021/04/13/0000190333_002_20210413152958183.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fimgnews.naver.net%2Fimage%2F5294%2F2021%2F04%2F13%2F0000190333_002_20210413152958183.jpg,428,600
